id,comment,label
4897,මෙයා අගමැති වගේ කතා කරන්නේ. පොලවේ පය ගහලා ජිවත්වෙන්න දැන ගනින්,0
4898,මෙයා උපාදිය ගත්තෙ කොහින්ද ද්න්නැ,0
4899,"මෙයා ගැන බලාගන්නම් කියලා කියන්නේ, කාගේ කාගේත් සුරතලිය මෙයාම හින්දා වෙන්නැති මයේ හිතේ... නැතිනම් මෙච්චර අමාරුවක්?",0
4900,මෙයා ගිහින් තියෙන්නෙ ජෝබ් එකක් කරන්නද පට්ට් දලා ලමයි හදන්නද කෙප්ප වැස්සි,2
4901,"මෙයා තමයි... ... ජනාධිපතිට, අගමැතිට උපදෙස් දෙන්නෙ... ",0
4902,මෙයා බෞද්ධ කියලා සහතික ද ,0
4903,මෙයා මාළුකාරෙකූට ජාතක.වූන කෙනෙක්.,2
4904,මෙයා මෙ වෙනම ආතල් එකක් ගන්නෙ. සුද්දෝ ලන්කාව දාලා යන්න බැ කියනවා.ඔයා බලන් ඉන්නෙ ලන්කාවට කෙලවෙනකන්නෙ. අපිට බැනල සතුටින් ඉන්නකො තව ටික දවසක්.,0
4905,"මෙයා මේවා⁣ගේ කතා කරන්නෙ හරියට ලංකාවේ හිට්ය නැ වගේ,ඔයා මේවගේ කතා කරන්න එපා ලංකාවේ කිසිම කෙනෙකුට බයින ,ලංකාවේ කිසිම කෙනෙක් මේවෙන කොට මැරිලානැ,මොකද අපේ අය ගොඩක් මහන්සිවෙනවා මේ රෝගය වෙනුවෙන්,රටේ ජනාදිපති තුමා ඇතුලු⁣ පොලිසිය හමුදාව,ඔයානම් එන්න එපා ලංකාවට,සුදුසු නැති ගැනියෙක් ,",0
4906,මෙයා ලංකාවේ කොහෙද දන්නෙ නැ තවම සුදු වැන් සිහිනෙන් පෙනෙන්නැ වගෙ ලංකාවේ ඉපදිලා ලංකාවට ගරහන්න එපා බුදුන් දෙවරක් වැඩ් රටෙ මෙ වගෙ හරක් ඉපදුනෙ පවකට ලැජ්ජයි අනෙ ඔයා ගැන,0
4907,මෙයා ලොකු පීඩනයකින් ඉන්න බව පේනවා.හේතුව ?.,0
4908,මෙයා වගේ පොරක් හිටියනම් ලෝක සෞඛ්‍ය සංවිධානයේ කොරොනා නැති ඵවුනුත් වල දාලා මෙ වෙනකොට,2
4909,මෙයා සතුන්ට බෙහත් කරන කෙනක් වගේ,0
4910,මෙයාගෙ නෑදෑයෝ කවුද දන්නෙ නෑ. උනුත් පවු,2
4911,මෙයාගේ අම්මා පොඩ්ඩක් හම්බවෙන්න පුලුවන්ද ??,0
4912,මෙයාගේ කතාව ඇහුවාම පුදුම හිතුණා මොකද අපිට විතරක් නෙවෙයි මුලුලෝකයටම ඇතිවී තියෙන්නේ.ඇත්තටම ලැජ්ජයි මෙි වගේ මිනිස්සු ගැන,2
4913,මෙයාගේ වැදගත් කම පේනවා හොඳටම උඹලා නම් ලංකාවට එන්න එපා උඹලා වගේ පව්කාරයන්ට මේ පින් බිම ගැලපෙන්නේ නෑ ,0
4914,මෙයාට අර යකාගෙ මයිල් ගහ තමයි හරි යන්නෙ. ඇද ඇද ඉන්න. ,2
4915,මෙයාට අවුරැදු 25 පෙනුමලු මට කලන්තේ වගේ,2
4916,මෙයාට ඉන්දියාවේ තත්ත්වය පෙන්නන්න මේ හදන්නේ ලන්කාවෙ ඔක්කොම මරන්න,2
4917,මෙයාට කියන්න ඕනේ ඔක්කොම කමෙන්ට් කරල නේ මම මොනාද කියන්නේ,0
4918,මෙයාට කොරොන හැදුන දාට කොහොම හරි අපිට ආරන්චිය දෙන්න .,2
4919,මෙයාට මේ ඇත්තටම කේන්ති ගිහින් නෑලු බන්. ගෙවල් වල හිරවෙලා ඉන්න අයට පොඩි ආතල් එකක් ලු දීලා තියෙන්නේ කම්මැලි කම යන්න ,0
4920,මෙයාට ලගදිම පිලිතුරැ ලැබෙයි,0
4921,මෙයාල බලයෙ හිටියා නම්.?,2
4922,මෙයාව අම්මගේ බඩිං ගත්ත ලාංකීය දොස්තරලගේ වැරැද්ද,2
4923,මෙලො රහක් නැති ග්‍රාමසෙවක බල්ලො ටික වහාම ඉවත් කරන්න. ,0
4924,මෙවගෙ නිවට ගැණු ඉපදෙනෙකොට මැරැනමි මෙ රටට මෙ විනාසය වෙන්නෙ නැ නි පොලිස් පතිතුමනි ඔබගේ මෙ මහගු සේවය අපි රටක් විදියට හිසනාමා ⁣ඔබට⁣ ගෞරව කරමි,2
4925,මෙවැනි දුශ්කරම අවස්ථාවකදී ඇමතිවරු නැතිව රට පාලනය කරනවනම් තවත් කුමට බඩගෝස්තරවාදී ඇමති මන්ඩල.මගේ ජීවිත කාලෙම දීපු වටිනම චන්දය ඔබතුමා වෙනුවෙන් දීපු චන්දය වෙනවා නොවනුමානයි.චිරං ජයතු ජනපතිඳුනි,0
4926,"මෙවැනි හදිසි ආපදා තත්වයකදී ගත යුතු නිවැරදිම තීරන ගනිමින් , තම රටේ ජනතාවට සහන ලබා දෙමින් , රටක් ජාතියක් ආරක්ෂා කිරීමට ඔබ තුමා මේ දරන උත්සහයට , මේ කරන කැප කිරීම් වලට මාගේ ගෞරවාන්විත ස්තූතිය පුද කර සිටිනවා..",0
4927,මෙවැනී vedioes post කරලා මෙවන් නූගතුn form කරන්න තරම් මෝඩ වෙන්න එපා.කරුණාකරලා මේ අවස්ථාවේ..,0
4928,මෙවැනී දේශපාලනික සාකච්චා මාධ්‍යට නිරාවරනයා කිරීම සම්බන්දයේන් මොහුට උදේ කැම පොලීසියෙන් දීලා දවල් කැම රිමන්ඩ් එකේන් දීලා රැ කැම බන්දනාගරයේන් ලබා දෙනු මැනවී,0
4929,මෙවුන්ට තියෙන එකම බය ආදාහනය කරාම ස්වර්ගයට යන්නබැරිවෙනව කියල කන්‍යාවියො දකින්න බැරිවෙනව කියල,2
4930,මෙහි ඇති භයානක තත්ත්වය පිලිබන්ද ඇත්තටම මිනිසුන්ට අවබෝධයක් නැහැ වගේ ඇදිරි නීති තත්ත්වය නැති අවස්තාවේ වගේම තියන අවස්තාවේ ත් එහෙමයි වගකීමක් නැතිව හැසිරෙන්න අරන් ව්ශේෂයෙන්ම වැඩිහිටි අය මම දකින්නේ හරිම නොසැලකිලිමත් මෙම තත්ත්වය වලකාලීමට සතියකට වරක්වත් පොලිසිය ගමක සරිසරන්න ඔනෙ එතකොට සැලකිලිමත්වීම වනු ඇත.,0
4931,"මෙහි නම් සඳහන් රංජනී ගමගේ, වජිර සේනාරත්න, එම් සී වීරසිංහ අර්ජුන ද සිල්වා සරෝජ් ජයසිංහ පසුගිය මැතිවරණයේ සහයෝගය දුන් අය වේ. අන් අයගෙන් කිහිප දෙනෙක් ඔබ්ට විරුද්ධව ප්‍රසිද්ධියේ පෙනී සිටියහ. තවත් සමහරු ගැන මම නොදනිමි",0
4932,මෙහෙ ඉපදිල හිගා කාපු හිගන වේසියෝ ඉතලි ගිහින් සල්ලි ටිකක් අත ගාපුවම මේ වගේ ටෝක් දෙනවා..... මම පෞද්ගලික දන්න ඇන්ටිලත් ඉන්නව මෙහෙම..... ,2
4933,මෙහෙ දොස්තර ලට බනින්නෙ යකෝ එහෙ දොස්තර කෙනෙක්ගෙ ගෙදර වැඩ කරන එකියක්ද කොහෙද කොහොමත් වැරදිලාවත් ලංකාවට එන්න එපා ,0
4934,මෙහෙට එන්න බැරි නිසා තරහා ගිහින් වෙන්න ඇති,0
4935,මෙහෙත් කම්පැනි වල වැඩට එනවා ගෑනු පට්ට කෑලි වගේ උදේට ටිකක් දවල්වෙලා දාඩිය දානකොට මේකප් දියවෙලා එනකොට පේනවා නියම වයස ,0
4936,මෙහෙදි කන්න බොන්න නැතුව ඉදල... බෝට්ටුවෙන් ගියපු.. ධීවර කාන්තාවක්... අනුකම්පා ලිස්ට් දාන්න...,2
4937,මෙහෙම අයත් අපේ පාර්ලිමේන්තුවේ හිටියා කියලා හිතනකොට ,0
4938,මෙහෙම කට වහගෙන හිටියා නම් එළියට එන්නේ නෑනෙ .,0
4939,මෙහෙම කතා කරපු ති ද යකෝ සමාව ඉල්ලල වීඩියෝ දාන්නෙ දැන් .ආයෙ බොට මෙහෙ එන්න බැරිවෙයි රෙද්දක් ඇදගෙන න්,2
4940,මෙහෙම කියලත් අහන්න බැරිනම් අවමඟුල් උත්සව නැතිව පොලිතීන් බෑග් වල වැලලෙමු.,0
4941,මෙහෙම දේකට ඉඩ තියන්නෙ නැත්තම් රජයේ වැරදි නම් අනේ ඔයා රට බාරගන්නකො ඔච්චර අමාරු නම්.,2
4942,මෙහෙම විනාඩි 10 කටවත් ආයි ජෙහාන්ලව දැක්ක ඇති. අපි නිරෝධායනය වෙන ගමන් කූබියෝ තුන්වෙනි වතාවටත් බලලා ඉවර කලා.,0
4943,මෙහෙම හරි කූඹියෝ ,0
4944,මෙහෙමත් ගෑනු .ගෑනු කමටත් ලැජ්ජයි මේව දැකල.මොන රටේ ජීවත් වුනත් මව් රටට ගරු කරන්න.රට වෙනුවෙන් පොලිස්පතිතුමා ඇතුලු පිරිස ලොකු කැපකිරීමක් කරන්නෙ මව් රටත් ජනතාවත් බේරා ගන්න.Corona වලට වඩා බයානක වෙයි comments වල සෙත් පතල තියන ටික දැක්කම.දෙවිවරු වගේ ඉන්න මිනිස්සුන්ට අපහාස කරල ඔයා හොදින් ඉන්නකො හොදේ..,2
4945,මෙහෙමත් හරකෙක්. මුට චන්දෙ දෙන උන් කතාකරලා වැඩක්නැ.,2
4946,මෙහෙමත් හරකෙක්. මුට චන්දෙ දෙන උන් කතාකරලා වැඩක්නැ.,2
4947,මෙහෙමයි මචන් බැරි වෙලාවත් ඕක පට්ට විදිහට ගෝඨාට පාඩු උනොත් සීන් එක තිස්ස සර් ක්ලාස් වල උනත් ඔක්සිජන් නැතිව ඉන්න පුලුවන් කියලා උගන්වයි.. ,0
4948,මෙහෙමවත් කූඹ්යෝ බලන්න ලැබුනට ගොඩක් සතුටුයි..තෙරුවන් සරණයි කූඹ්යෝ team එකට,0
4949,මෙි අාත්මයේදිම ඔය ගැනිට පල විපාක ලැබෙයි....,2
4950,මෙි කාන්තාවගෙ දරුවොයි මිනිහයි ඇති.හැබයි එයාගෙ අම්ම අප්ප සහෝදර පරමිපරාව මෙහෙ ඇති.රට ගැන කුමන සිතුවිල්ලක්ද වැදු අම්මගෙ අප්පගෙ පරම්පරා දෙකටම විලි ලැජ්ජා වෙන්න කතා කලාට පස්සෙ.ඒ අය ගැනවත් හිතුවද අඩු ගානේ.අපේ නියෝජ්‍ය පොලිස්පතිතුමා අපට මිහිපිට දෙවියෙක්... ,2
4951,මෙි ගැනි ඉපදුනේ ලංකාවේ නෙමෙයි වෙන්න ඇති,0
4952,මෙි ගෑනිට හොදටම පිස්සු තදවෙලා මදන යකා වැහිල,2
4953,මෙි ගොන් වැස්සියේ ඒක වෙන්න ඇති තෝ කියන ඔය මිනිස්සු ඔච්චර මැරෙන්න‍ේ බලපිය ලංකාවේ කොහොමද ඔහේ වගේ මිනිස්සු බල්ලෝ බලල්ලු වගේ මැරෙනවද.තෝ හොදයි හරහා දාල ර‍ෙන්ඩ,2
4954,මෙි නරියගේ ⁣ දොස්තර කම රිටෙි ගහලා පුපේ අරින්න ඔිනේ.......,2
4955,මෙි නිර්මාණය හරිම අගේයි. ස්තුතිය ඔබට ..මෙි වාගේ අය අපේ රටෙි වැඩි යෙන්ම ඉන්නේ . පරික්ෂණ කරන්නේ නැති නිසා ආසාදිතයින් ඉන්න පුමානය ගැන හරි අවබොදයක් නෑ ...,0
4956,"මෙි මොහොතේ පාට, පක්ෂ අමතක කරලා මෙි ව්‍යසනයට එරෙහිව හැමෝම එකතු වෙන්න ඔින අවස්ථාවේ මෙි වගෙ උගත් තරුණ දේශපාලකයෙක් මෙි වගෙ පුුකාශයක් කිරිිම වැරදියි . මෙි මොහොතේ ජනාධිපතිතුමා ඇතුළු රජයත් , තිුුවිධ හමුදාවත්, පොලිසියත් ජනතාව ආරක්ෂා කිරිමට ගන්නා උත්සාහය සුලු කොට තැකිය නොහැකිය . එසේ තිබිය දිි ඔබලාගේ පටු දේශපාලන අරමුණු මෙවැනි අවස්ථාවක ඉටුකරගැනීමට යාම කනගාටුදායකය . මෙි මොහොත වන තෙක් කිසිදු ලාංකිකයෙක් කන්න නැතිව මැරුණා කියා අපට දැනගන්නට ලැබිි නැත. එවැනි තත්ත්වයක් තුළ මෙවැනි ජනතාව නොමග යවන පුුකාශ කිරිිම තුළින් ඔබලා හානි කරගන්නේ ඔබලාටමය.",0
4957,මෙි රටෙ බල්ලෙක්වත් මෙිකිටනමි ගැලපෙන්නෙ නැහැ.,2
4958,මෙි වගේ එවුන් වදපු එවුන්ටත් හෙණ ගන්න ඔ⁣නේ,2
4959,මෙි වල් උෘරා වහාම බැදලා දැමිය යුතුයි නැතිනමි නැවතත් මු මහා විනාසයක් කරලා තමා පස්ස බලන්නේ මෙි ඌරා තමා බුදුපියානන් වහන්සේ මිනි මස් කැවා කියපු බල්ලා,2
4960,මෙි වැඩ පිලිවෙල සාර්තක කරගැනීමට ශක්තිය ලැබෙිවා,0
4961,මෙි හැම දේකටම වඩා මම මගේ රට ආදරයි....⁣එ්ක අම්මා තියන සෙනේහස ව⁣ගේ....(රට කරපු කරවන උන් ගැනම් කලකිරිමක් තියෙන්නෙ )ඒත් මගේ රටට පනවගේ ආදරයි !!,0
4962,මෙි හුත්තිට ඉයේ බිපුවාගේ වෙරිද කොහෙද නයි පනික්කි හුත්ති තොපි තමා වැල්ලෙ රෙද්ද හුස්සලා හුකලා ජාතක වෙිචිච ගොන් බඩුවක්,2
4963,මෙි හුත්තිට කටට පැඩල මරන්න ඔන,2
4964,මෙිකි පුකදිලා ඉතාලියට හොරෙන් ගියපු මෝඩ ගැනියෙක් දැන් ලංකාවට එන්න බැරිවයි හිතේ දුකට මරැ කියවන්නේ පවු ඉතිං....උබෙි ලමයි 5දෙනාගේ තාත්තලාගේ නමි ටිකත් කියපන්කො කසිප්පු ගහලා කියවන එකේ....,2
4965,මෙිකිගේ..හැටි..දකිනකොට..කියන්නේ..මොනවද..කියලාත්..අමතක...වෙිනවා....යකො..ගොන්..නැමිබියේ..තමගේ..මවි..බිමට..ගරහන්න...එපා..තොට..කොරොනාම...හැදියන්...තොපි...වාගේ..එවුන්ගේ...මිනියවත්..එපා...ලංකාවට...යකො...හොද...දොස්තරා...මෙිහෙත්...ඉන්නවා...එහින්දා..තමයි..මගේ..රට...අමු..සොනක..නොවුනේ...තොට..හෙනම..ගපිය....පර..වෙි.........ට,2
4966,මෙිකිට ගල් ගහලා මරන් ඔන .නොදකින් කතා කරන හැටි,2
4967,මෙිකිට තවත් ලැජ්ජාවක් නැහැ හැම තැනින්ම හොද කතා අහගත්ත තවත් කියවනව කෝමත් උඹට ලගදිම කොරෝන හැදෙයි තමා මොකද මෙි ස්වබාව ධර්මය නඩු අහන කාලය ස්වබාව ධර්ම යෙන් උබට දඩුවම් ලැබෙයි වෙිසකම ලෝකෙට පෙන්නන්නෙ නැතිව ඉදපන් වෙට්ට පාසි,2
4968,මෙිකිට පිස්සු හැදිලා ලංකාවට එන්න දෙන්නෙ නැති නිසා.,2
4969,මෙිකිට පුකේ අරින්න ලංකාවෙ කොල්ලො 1ක් වත් නැද්ද බොලවු,2
4970,මෙිකිට සුද්දේක් ඇරලා ඵකයි දැන් පු....ඇරගන්න විදිහක් නැතිව අමාරැවෙින් ඉන්නෙ,2
4971,"මෙිකිමොනජාතිද මෙිකි හිතාගනඇති ලංකාවෙඅපි හිගන්නොකියල තොපේ සල්ලිඉවරයි තොපේ සෙන්ටිබෝතලයඉවරවෙනකොට .තොනිසා සිටින වැදගත් මහත්මාගති පැවතුමිඇති අයටත් තැනක්නෑ,,,",2
4972,මෙිිකිට හෙන සෙටිි එකක් පොලිමක් දාල කැරි පාරවල් කලවමිි වෙලාා හැදිල තියෙන්නේ,2
4973,මේ අක්කට මොකක්ද දන්නවද තියෙන අවුල ගෙදර ඉඳගෙන එකෙන්ම කාල හරියන් නැතිව දෙක තුනකින් කන්න ඕනේ ඒක තමා අමාරුව මේ තියෙන්නේ ඒක එච්චර කෑගහන්නෙ දෙන්න දෙක තුනකින් කෑවා නං හරි යනවා මෙයාට,2
4974,මේ අක්කව ගෙනත් ඇමතිකමක් දෙමු,0
4975,මේ අක්කා ලංකව කියන්නේ උතුම් රටක්,0
4976,මේ අනිත් එක්කේනා...,0
4977,මේ අය දැන් ඉදන්ම අයිතිවාසිකම් ඉල්ලගෙන එනවා.සිංහලයින් අවදිවීමට අවැසි කාලයයි මේ.,2
4978,"මේ අය හැමදේම ඉස්ලාම් විදියට ඉල්ලන්නේ,මේ රටත් ඉස්ලාම් කිරීමේ රහසිගත ව්‍යාපෘතියේ එක් අංගයක් හැටියටයි. ඉස්සර ලංකාවේ මුස්ලිම් අය හරිම සාමකාමියි. එයට එක ම හේතුව, ඉස්සර ලංකාවේ මුස්ලිම් ජනගහනය අඩුකම. ජනගහනය වැඩි වෙන්න වැඩි වෙන්න තමයි,ඒ අය ටික ටික සෙල්ලම් පටන් ගන්නේ.දැනට ම බෞද්ධ රටවල් 10 ක් පමණ ඉස්ලාම් කර අවසානයි.ඒ කාලයේ මේ ලෝකෙ වහාබ්වාදයක් තිබුනෙත් නෑ.ලංකාවේ සියලුම මුස්ලිම් කඩවල්වලින් සෑම මසක ම, අනිවාර්යයෙන් ම,සකාට් කියල බද්දක් දෙනවා පල්ලියට.අපි මුස්ලිම් කඩවලින් බඩු ගත්තාම, ලංකාවෙන් බුදුදහම අතුරුදහන් කරවන දිනය ඉක්මන් වෙනවා.මේ කරුණු, සියලු පන්සල්වලට,බෞද්ධ සංවිධාන වලට,සංඝයා වහන්සේලාට හා බෞද්ධ ගිහියන්ට දැනුම් දෙන්න.",2
4979,මේ අවුරුදු 50 අක්කගෙ රස ඒවා,0
4980,මේ ආච්චි අපි කොරෝනාවෙලට බේහෙත් හොයා ගන්නම් ඔයා කෑගහන් නැතිව නාලා නිදාගන්න,2
4981,"මේ ඇන්ටි ඉන්නේ නෙමෙයි බන් දිව්‍ය විමානේක , බලපන් හමේ පැහැය අමුතුම නිපොලැක් cut එකක් තියෙනවා,කාරාබු දෙක නවලා ගත්තෝත් මද්දක් ගහතැහැකි ඉතාලී ඌරෝ අල්ලන්න,රත්තරන් කෙස් කලබක් හරෙන් මෙහෙන් ලොන් හැලිච්ච, ඒ මොනවා උනත් ඔයාගේ මුන දැක්කම ඔනේම මිනිහෙක්ට ගොක් කොල පේනගතියක් තියෙනවා ,ඒතරම්ම ලස්සනයි , පරිස්සමින් ඉන්න , ඔය මුස්පෙන්තු මූනයි ,එක එක පිරිමින්ගේ මුහුනු තියෙන ඔයාලගේ බබාලයි අරන් ලන්කාවට එන්න එපා , ඔහෙම මැරෙන්න, ඔන්න මන් කලින්ම සුබ පැතුවා rest in peace , නිදහසේ විවේක ගන්න , විමානේන් බැහැලා ලන්කාවට එන්නනම් එපා හොදේ, විමානේ කොහිල ගාලක් තිබුනොත් සිහින්ව ලියලා දවසට දෙතුන් පාරක් කන්න විවේක ගන්න කලින් ",0
4982,මේ ඇන්ටිගෙ තාත්තලට ඒ කාලෙ කොන්ඩම් තිබ්බනම් මේ වගේ විකුර්ති සුක්‍රානු වල බිහිවීම නවත්තන්න තිබ්බ ,2
4983,මේ ඇන්ටිගේ කටට දීලා සැපක් ගන්න ආසයි.ඇන්ටිගේ කටේ අරින්න ද??,2
4984,මේ ඇන්ටිගේ ගෙවල් කොහෙද අනේ:,0
4985,මේ ඇන්ටිව ලංකාවට ගේන්නම ඕනේ: හුරතල් කරන්න,0
4986,මේ ඉන්නේ උම්බ වගේ සක්කිලි ගැනියක්,2
4987,මේ උබට කොරෝනා හැදිලත් මදි ගෑනියේ,2
4988,මේ එලදෙනට පිස්සුද කොහෙද,2
4989,මේ කට්ටයම එකට වීඩියෝ එකක් කරන්න,0
4990,මේ කතා අහලා අපි කේන්ති අරං වැඩක් නැ.එයට වෙලාවට කලාවට රිටන් එක ලැබෙයි..ලංකාවට වඩා එහෙ හොදයි කියලා කෑ ගැහුවට අන්තිමට ලංකාව තරම් නිදහසෙ ඉන්න රටක නෑ කියලා තේරෙයි.අපි බොරුවට කේන්ති අරං වැඩක් නැ..මැරෙන්න ලංකාවට ආවොත් මිනිය දාන්න ඕ එ බල්ලන්ට කන්න..මේ ලංකා පොලව තලේට වලලන එකකත් පවක් වෙනවා,2
4991,මේ කතා කරන.වේලාවෙත්..මේ..පේමන්ට් ගෑනිගේ..මුහුණෙන් දිස්..වෙන්නේ සොහොන් ලකුණු ...,2
4992,මේ කථාව අහන්න ඵතූමිය ඉල්ලා සිටින පරිදි හැමෝම සහයෝගය දෙමු,0
4993,මේ කථාවෙත් අඡිත් රෝහන මැතිකුමාගෙ කථාවෙත් දෙකේම ගතයතුතක් තියෙනව සාදාරණ හේතුත් තියෙනව වැරදි වැටහිමක් මතයි මෙය දෙපැත්තට දෝලනය වෙන්නෙ මේ වෛරසයෙන් මිය ගිය කිසිම මරනයක් අතින් නම් අරන් ගෟරව ඇතුව භුමිධානය කරනවාද ආදාහනය කරනවාද හිතාගන්නත් බැරි තැනකයි අද ඉන්නෙ එය නව්රැත් දන්නෙ නැහැ මිනී පෙට්ටියයි එය පටවාගක් වාහනයයි පමනයි අප දකින්නෙ ඕනෙම මරනයක⁣ට ගරැබුහුමන් ලබන්නෙ අවසන්කටයුතු සදහා සරසා පෙට්ටියකබහා යම්තැනක තැබුවයින් පසුවයි ගරැබුහුමන් දෙන්න හැකි වෛරසයක් නෙවෙයි මෙය එයට අවස්ථාවක්ද නැත එය කල නොහැක්කක් අපි මරණයට පත්වෙලා එම්බාන් කර නිවසට මල් ශාලාවෙන් ආවොත් පමනයි නියම ගෟරවයක් ලැබෙන්නෙ ඒනිසය නමට උඩින් මියගිය ගමන් නාමය මරණය වෙන්නෙ මේ අවස්ථාව මේවට කාලය යොදවන අවස්ථාවක් නෙවෙයි.නෙවෙයි.,0
4994,මේ කලෙට ගැලපෙන නියම කාතව ඕබ තුමියට බුදු සරනයි,0
4995,මේ කාලකන්නිය මොනවද මේ කියන්නෙ පල හිඟන්නො යන්න මේක වයිරස් එකක් පරයො,2
4996,මේ කාලකන්නිය මොනවාද ඉගනගෙන තියෙන්න .අමුම අමු ගොන් රජෙක්.,2
4997,"මේ කැපකිරීම්, වචන ඇත්තෙන්ම ශක්තියක් මැතිනියනි. ඒ වාගේම, ඔය කියන විදිහට රටක් එකට එකතුවෙන්න ඉස්සර වෙලාම රාජ්‍ය යාන්ත්‍රනය හදන්න, සියලු පක්ෂ වලට එකතුවෙන්න පුලුවන් විදිහට. UNP, JVP, TNA සහය ගන්න වැඩ පිලිවෙලක් හදන්න. JVP එකෙන් කරන වැඩත් ප්‍රචාරය කරන්න. UNP එකටත් එන්න කියන්න. එහෙම නැතිව ඔයා මේ අපිට එක් වෙන්න කිව්වාට වැඩක් නැහැ. මිනිස්සු කොහොමත් එකතුවෙනවා. ඔයාලා මේකෙන් දේශපාලනේ නොකරන්න. එතකොට ඇති. මේ වෙලාවේ ඉස්සර ආණ්ඩුව තිබුනානං ඔයාලා බුරන හැටි බලන්න තිබුනනා. එහෙනං මීට වඩා හොද වුනත් විවේචන කරලා, ස්ට්‍රයිකුත් කරලා. මතකනේ ලෙඩ්ඩු මරාගෙන කරපුවා. ඔයාගේ SITEM එකට විරැද්ධව. ඒ නිසා ඉස්සරවෙලා තමා සම්මතයේ පිහිටන්න. ඔය ටිකම කණ්නාඩියක් ඉස්සරට ගිහිල්ලා කියන්න.",0
4998,මේ කැරි වෙසිගේ මහා එව්න් ඉන්නවද දන්නේ මෙකිගේ අම්මාට බල්ලො දාලා හුකවන්න ඔනේ,2
4999,මේ කොයි එකාද ?,0
5000,"මේ ගරු මන්ත්‍රී තුමෙක්ද යාලුවා, පිටකොටුවේ මුට්ට කර ගහන මිනිස්සුත් රටේ තිබෙන තත්ත්වය තේරුම් අරගෙන ඉන්නෙ. ",0
5001,මේ ගැනි මෙිචිචර ලංකාවටයි ඉන්න මිනිස්සුන්ටයි බනිනවා අපේ එවුන් නිකන් බලන් ඉන්නවා. පොලිසියේ ඉන්න ලොක්කටම බැනපු වෙිසා ගැනිව එදාම මෙි වගේ එවුන්ට නිතිය ක්‍රියාත්මක කරා නමි අද මෙිවා අහන්න වෙින් නැ උබ හිතාගනින් තමන් වදාපු අමිමට පයින් ගැහුවා කියලා උබට හොදින් ඉන්න වෙින් නැ....,2
5002,මේ ගැනි ්න් කොහම හරි රජයට කියාලා මෙි ගැනි ්න් පිටු වහල් කරන්න ඔින ඒත කොට මෙි වෙිස ගැනි කොහේද යන්නේ කියාල,2
5003,මේ ගැනිගේ අම්මට හු #ක #ලා තියේන්නේත් ප#ක යේක්ද කොහේද බලු හු#න හු#ති,2
5004,"මේ ගැනිට කිසිම ලැජ්ජාවක් නැහැ බොරුවට කැහැගහවා හු,,,,හු,,,",2
5005,මේ ගෑණියේ තෝ් ගිහින් 5ක් හැදුවෙත් මේ ලංකාවෙ ඉපදුන නිසානේද ගොනෝ ඔබ මෝඩයෙක් වුනාට අනිත් මිනිස්සුන්ඩ ඒ මෝඩ කමපෙන්නන්ඩ එපා ගෑණියේ තෝ ඉපදෙන්ඩ තිබුනෙ ලංකාවෙ නෙවෙයි මයි තොපි වගේ ගෑණු නිසාතමයි අපේ රට විනාසවෙන්නෙ...,2
5006,මේ ගෑනි ඉපදිලා තියෙන්නේ වෙන්නැති....අපේ රටේ රෝහල් වල ඉපදිලා අපිටම පාටි දානවා.....මේ ගෑණි කොරෝනා හැදිලා ම මැරෙන්න ඕන....,2
5007,මේ ගෑනි කතා කරන්නේ සිංහල නෙමෙයි භාෂාව. මේකෙන් කියන්නේ ලංකාව තමයි ලෝකෙන් උතුම්ම රට කියලා,2
5008,මේ ගෑනි ට බැල්ලියෙක් කියන්නවත් වටින්නෙ නෑ,2
5009,මේ ගෑනි තාම ඉන්නවද ?,2
5010,මේ ගෑනි මොනවද මේ කියන්නෙ ඉතලියේ මිනිස්සුන්ටවත් ඉතලියටවත් ලන්කාවෙ කවුරුත් බැන්නෙ නෑ ගෑනියේ උබල වගේ ලන්කාවෙන් ගියපු වේස ගෑනුන්ටයි වල කක්කුස්සියට ගිහින් පොස් වෙන්න හදන කලවන් සුද්දොන්ටයි අපි හොන්ද සුද්ද සින්හලෙන් ටිකක් තෙරුන් කරා විතරයි,2
5011,මේ ගෑනි ලංකාවට නේන තරමට හොදයි .,2
5012,මේ ගෑනිගෙ නූගත්කම කටින් බේරෙනවා. ලංකාවෙ ඉපදුනා කියලවත් කියන්න එපා ගෑනියෙ අපිට ලැජ්ජයි.,2
5013,මේ ගෑනිගෙ මිනිහ කොහොම ඉන්නව ඇත්ද අප්පා මේ ගෑනිගෙ කට නිසා...මෙහෙව් ගෑනු....අපහාස වලට වට්ටන්න පුලුවන් විරුවෙක් නෙමෙයි අපේ අජිත් රෝහන මහතා...,0
5014,මේ ගෑනිගෙ ලංකාවේ ගම කොහෙද දන්නේ නැහැ නේද,2
5015,"මේ ගෑනිගේ කටට නම් කොරෝනාම හැදෙන්න කියා පාර්තනා කරනවා ඇරෙන්න මොනවා කියන්නද,ඉතලියත් කාලා දානවා මෙයාව ඇසුරු කරන අය නැතිද පිස්සු පෙති ටිකක් හරි අරන් දෙන්න,ඉන්න අපටත් ලැජ්ජයි මේ ගෑනි නිසා",2
5016,මේ ගෑනිගේ පුකේ අර්න්න ඕනි පිරිමි දම්මලා,2
5017,මේ ගෑනිට මොලේ අමාරුවක්..,2
5018,මේ ගෑනියෙක් නෙමෙයි ජාන විකෘතියක්,2
